date,1.H20955,0.399606,1.H00016,1.H00852,1.H00905,1.H11077,1.000852,1.000016,1.000300,1.000905,0.399006,1.000001,1.950175,1.515100,0.159915,1.H30269,1.515100_spliced,0.159915_spliced
1990-12-19,,,,,,,,,,,,99.98,,,,,,
1990-12-20,,,,,,,,,,,,104.39,,,,,,
1990-12-21,,,,,,,,,,,,109.13,,,,,,
1990-12-24,,,,,,,,,,,,114.55,,,,,,
1990-12-25,,,,,,,,,,,,120.25,,,,,,
1990-12-26,,,,,,,,,,,,125.27,,,,,,
1990-12-27,,,,,,,,,,,,125.28,,,,,,
1990-12-28,,,,,,,,,,,,126.45,,,,,,
1990-12-31,,,,,,,,,,,,127.61,,,,,,
1991-01-02,,,,,,,,,,,,128.84,,,,,,
1991-01-03,,,,,,,,,,,,130.14,,,,,,
1991-01-04,,,,,,,,,,,,131.44,,,,,,
1991-01-07,,,,,,,,,,,,132.06,,,,,,
1991-01-08,,,,,,,,,,,,132.68,,,,,,
1991-01-09,,,,,,,,,,,,133.34,,,,,,
1991-01-10,,,,,,,,,,,,133.97,,,,,,
1991-01-11,,,,,,,,,,,,134.6,,,,,,
1991-01-14,,,,,,,,,,,,134.67,,,,,,
1991-01-15,,,,,,,,,,,,134.74,,,,,,
1991-01-16,,,,,,,,,,,,134.24,,,,,,
1991-01-17,,,,,,,,,,,,134.25,,,,,,
1991-01-18,,,,,,,,,,,,134.24,,,,,,
1991-01-21,,,,,,,,,,,,134.24,,,,,,
1991-01-22,,,,,,,,,,,,133.72,,,,,,
1991-01-23,,,,,,,,,,,,133.17,,,,,,
1991-01-24,,,,,,,,,,,,132.61,,,,,,
1991-01-25,,,,,,,,,,,,132.05,,,,,,
1991-01-28,,,,,,,,,,,,131.46,,,,,,
1991-01-29,,,,,,,,,,,,130.95,,,,,,
1991-01-30,,,,,,,,,,,,130.44,,,,,,
1991-01-31,,,,,,,,,,,,129.97,,,,,,
1991-02-01,,,,,,,,,,,,129.51,,,,,,
1991-02-04,,,,,,,,,,,,129.05,,,,,,
1991-02-05,,,,,,,,,,,,128.58,,,,,,
1991-02-06,,,,,,,,,,,,129.14,,,,,,
